"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"11","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-59.125,67.875,"SSP5-8.5","SST",0.004402774,0,0.141196586,0.71601652,0.972380939,0.192901048,0.391110344,0.189513627,0.069483451,0.640531066,0.417740382,0.006879036,0.21540397,0.340117644,0.43647649,0.369491235,0.283658484,0.298782977,0.405494066,0.445459116,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","Moderate","Moderate"
"12","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.875,67.875,"SSP5-8.5","SST",0.004371429,0,0.151495226,0.74565199,0.972380939,0.192901048,0.391110344,0.192232153,0.069483451,0.640531066,0.418272371,0.014063132,0.225379661,0.353922231,0.437156121,0.368887567,0.285587505,0.296657295,0.407196561,0.442605603,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","Moderate","Moderate"
"13","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.625,67.875,"SSP5-8.5","SST",0.004467179,0,0.158887454,0.756981523,0.972380939,0.192901048,0.391110344,0.198947506,0.069483451,0.640531066,0.420276254,0.045923182,0.230084039,0.358948253,0.438834959,0.367413677,0.294053488,0.287506086,0.407345648,0.435256846,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"14","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.375,67.875,"SSP5-8.5","SST",0.004657291,0,0.089802882,0.772616097,0.972380939,0.192901048,0.391110344,0.205833406,0.069483451,0.640531066,0.430772955,0.047556324,0.216769068,0.372856794,0.440556434,0.365928185,0.297085949,0.28861433,0.40789215,0.464108929,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"15","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-59.375,67.625,"SSP5-8.5","SST",0.004124694,0,0.089802882,0.705500199,0.972380939,0.192901048,0.391110344,0.182018245,0.069483451,0.640531066,0.404744049,0.003242314,0.199856944,0.339627693,0.434602644,0.371176335,0.27950022,0.298023915,0.40516414,0.465616082,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","Moderate","Moderate"
"16","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-59.125,67.625,"SSP5-8.5","SST",0.004003234,0,0.089802882,0.729141353,0.972380939,0.192901048,0.391110344,0.179635359,0.069483451,0.640531066,0.413440109,0.002451575,0.205736867,0.351386331,0.434006923,0.371718367,0.28147655,0.299516575,0.407340201,0.4663796,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","Moderate","Moderate"
"17","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.875,67.625,"SSP5-8.5","SST",0.004087824,0,0.089802882,0.7380247,0.972380939,0.192901048,0.391110344,0.186338637,0.069483451,0.640531066,0.414243803,0.005364754,0.207978852,0.35578126,0.435682742,0.370201336,0.282405769,0.298732117,0.407141978,0.46711614,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","Moderate","Moderate"
"18","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.625,67.625,"SSP5-8.5","SST",0.004271428,0,0.089802882,0.746934137,0.972380939,0.192901048,0.391110344,0.189556829,0.069483451,0.640531066,0.418272371,0.014068006,0.210252112,0.360171073,0.43648729,0.36948161,0.285588724,0.296655808,0.407484703,0.466117183,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","Moderate","Moderate"
"19","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.375,67.625,"SSP5-8.5","SST",0.004412951,0,0.102623216,0.754334523,0.972380939,0.192901048,0.391110344,0.196956842,0.069483451,0.640531066,0.421029489,0.011949412,0.215342673,0.362436985,0.438337293,0.367848009,0.285748355,0.297718058,0.407222508,0.462616434,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","Moderate","Moderate"
"20","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-58.125,67.625,"SSP5-8.5","SST",0.004617846,0,0.149929182,0.759121653,0.972380939,0.192901048,0.391110344,0.204985927,0.069483451,0.640531066,0.430772955,0.010895429,0.22841717,0.36058663,0.440344565,0.366109589,0.287920725,0.299554486,0.407362387,0.44584962,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","Moderate","Moderate"
"21","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-57.875,67.125,"SSP5-8.5","SST",0.003854612,0,0.089802882,0.733729471,0.972380939,0.192901048,0.391110344,0.204716274,0.069483451,0.640531066,0.425618772,0.006374524,0.206846741,0.353692925,0.440277151,0.366167393,0.285501953,0.30014136,0.40544257,0.468689183,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","Moderate","Moderate"
"22","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.875,66.375,"SSP5-8.5","SST",0.004774155,0,0.232193182,0.559821675,0.972380939,0.192901048,0.391110344,0.225331838,0.069483451,0.640531066,0.587230836,0.023418838,0.199197253,0.26370349,0.445431042,0.361866453,0.330166048,0.328865736,0.401563859,0.389977333,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"23","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-67.375,66.125,"SSP5-8.5","SST",0.004775954,0,0.965983958,0.38837489,0.972380939,0.192901048,0.391110344,0.220819852,0.069483451,0.640531066,0.613901064,0.022977155,0.339783701,0.455401295,0.444303046,0.362787094,0.336723184,0.336145034,0.439303889,0.393712814,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"24","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-67.125,66.125,"SSP5-8.5","SST",0.004678843,0,0.305703926,0.369056629,0.972380939,0.192901048,0.391110344,0.221003723,0.069483451,0.640531066,0.605052732,0.012423093,0.16985985,0.195166684,0.444349014,0.362749348,0.331872585,0.33704277,0.387889397,0.350757069,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"25","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.875,66.125,"SSP5-8.5","SST",0.004882192,0,0.311666705,0.36018932,0.972380939,0.192901048,0.391110344,0.221193463,0.069483451,0.640531066,0.583059379,0.025387133,0.169184554,0.193565375,0.444396449,0.362710417,0.329615257,0.327172672,0.386382195,0.343978282,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"26","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.625,66.125,"SSP5-8.5","SST",0.005413315,0,0.353499144,0.506107132,0.972380939,0.192901048,0.391110344,0.222010548,0.069483451,0.640531066,0.588267163,0.029141716,0.216254898,0.254342718,0.44460072,0.362543004,0.331855849,0.32736436,0.401122255,0.351035741,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"27","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.375,66.125,"SSP5-8.5","SST",0.006100053,0,0.24955343,0.691151121,0.972380939,0.192901048,0.391110344,0.228403282,0.069483451,0.640531066,0.581949571,0.05094523,0.236701151,0.324496666,0.446198904,0.361246463,0.335727329,0.31912242,0.412243168,0.394877272,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"28","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.125,66.125,"SSP5-8.5","SST",0.006081062,0,0.258842807,0.788993902,0.972380939,0.192901048,0.391110344,0.22100726,0.069483451,0.640531066,0.584107802,0.024216714,0.263479442,0.370523183,0.444349898,0.362748622,0.329584758,0.327806812,0.419910214,0.408003147,"Low","Low","Moderate","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"29","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-61.875,66.125,"SSP5-8.5","SST",0.00213454,0,0.44049765,0.65814095,0.972380939,0.192901048,0.391110344,0.149377411,0.069483451,0.640531066,0.529808184,0.046678882,0.275193285,0.32876885,0.426442436,0.378859611,0.321625396,0.307794328,0.421278111,0.339584541,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"30","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-61.625,66.125,"SSP5-8.5","SST",0.002087293,0,0.330999366,0.714437505,0.972380939,0.192901048,0.391110344,0.145550511,0.069483451,0.640531066,0.499517382,0.029929556,0.261881041,0.339440308,0.425485711,0.379796173,0.309865364,0.306297902,0.418840337,0.370965162,"Low","Low","Moderate","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"31","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-67.375,65.875,"SSP5-8.5","SST",0.004383497,0,0.97931493,0.400748489,0.972380939,0.192901048,0.391110344,0.208931354,0.069483451,0.640531066,0.60129769,0.018419616,0.346111729,0.462061678,0.441330921,0.365268481,0.332432956,0.334145433,0.44114098,0.392325421,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"32","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-67.125,65.875,"SSP5-8.5","SST",0.00522515,0,0.535247396,0.366236118,0.972380939,0.192901048,0.391110344,0.221242587,0.069483451,0.640531066,0.60129769,0.008081782,0.226677166,0.267778404,0.44440873,0.362700341,0.329848497,0.337407814,0.404580033,0.360474215,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"33","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.875,65.875,"SSP5-8.5","SST",0.005617089,0,0.183614051,0.415598752,0.972380939,0.192901048,0.391110344,0.222170855,0.069483451,0.640531066,0.574288968,0.016433423,0.151207473,0.195800234,0.444640797,0.362510204,0.325184227,0.327722823,0.387559934,0.384872059,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"34","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.625,65.875,"SSP5-8.5","SST",0.006039344,0,0.112035649,0.4719085,0.972380939,0.192901048,0.391110344,0.227697703,0.069483451,0.640531066,0.576628033,0.015356651,0.147495873,0.222310565,0.446022509,0.361388405,0.3254998,0.328655459,0.394447209,0.431383811,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"35","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.375,65.875,"SSP5-8.5","SST",0.006107354,0,0.089802882,0.547771258,0.972380939,0.192901048,0.391110344,0.228599616,0.069483451,0.640531066,0.578816414,0.042958423,0.160920374,0.261134538,0.446247987,0.361207017,0.332947338,0.320710743,0.401963953,0.448911618,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"36","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.125,65.875,"SSP5-8.5","SST",0.005858218,0,0.089802882,0.678478271,0.972380939,0.192901048,0.391110344,0.221021958,0.069483451,0.640531066,0.574625567,0.021858276,0.193534843,0.325887864,0.444353572,0.362745606,0.32662459,0.326111347,0.410397199,0.461538832,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"37","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.875,65.875,"SSP5-8.5","SST",0.005118639,0,0.102900407,0.731625671,0.972380939,0.192901048,0.391110344,0.209068534,0.069483451,0.640531066,0.547052906,0.019334462,0.209911179,0.35101757,0.441365216,0.365239393,0.319100471,0.320129274,0.412810754,0.458758782,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"38","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-67.125,65.625,"SSP5-8.5","SST",0.005043447,0,0.996512221,0.374589749,0.972380939,0.192901048,0.391110344,0.218132876,0.069483451,0.640531066,0.603285234,0.009962445,0.344036354,0.469018646,0.443631302,0.363340901,0.330815549,0.337344834,0.440076317,0.402003672,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"39","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.875,65.625,"SSP5-8.5","SST",0.005627375,0,0.993024443,0.427404015,0.972380939,0.192901048,0.391110344,0.223848404,0.069483451,0.640531066,0.547690423,0.036039352,0.356513958,0.469181768,0.445060184,0.362167846,0.323436073,0.315133864,0.438143811,0.384516062,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"40","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.625,65.625,"SSP5-8.5","SST",0.005988148,0,0.289168357,0.524779658,0.972380939,0.192901048,0.391110344,0.228994635,0.069483451,0.640531066,0.546442674,0.030410803,0.204984041,0.252305409,0.446346742,0.361127722,0.321716998,0.316557052,0.396597264,0.365376005,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"41","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.375,65.625,"SSP5-8.5","SST",0.006198148,0,0.089802882,0.56455715,0.972380939,0.192901048,0.391110344,0.225535412,0.069483451,0.640531066,0.560352574,0.037878676,0.165139545,0.269408904,0.445481936,0.361825192,0.327061442,0.317627167,0.401898601,0.450781805,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"42","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.125,65.625,"SSP5-8.5","SST",0.005916299,0,0.089802882,0.560793849,0.972380939,0.192901048,0.391110344,0.221733445,0.069483451,0.640531066,0.571808528,0.047236388,0.164128257,0.267604784,0.444531444,0.362599737,0.332264858,0.317649976,0.40323005,0.449223583,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"43","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.875,65.625,"SSP5-8.5","SST",0.005212939,0,0.145564177,0.522007884,0.972380939,0.192901048,0.391110344,0.21348347,0.069483451,0.640531066,0.579860265,0.042596371,0.16819625,0.245321844,0.44246895,0.364308894,0.333117788,0.321086972,0.400132207,0.41487092,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"44","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.625,65.625,"SSP5-8.5","SST",0.00454268,0,0.488635626,0.479170446,0.972380939,0.192901048,0.391110344,0.201220015,0.069483451,0.640531066,0.569197385,0.01574529,0.243087188,0.27810322,0.439403087,0.366920523,0.323739298,0.326656313,0.407838975,0.345653703,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"45","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.375,65.625,"SSP5-8.5","SST",0.004119618,0,0.941835325,0.427660302,0.972380939,0.192901048,0.391110344,0.193177546,0.069483451,0.640531066,0.581989639,0.016100513,0.343403811,0.446564431,0.43739247,0.368678578,0.327026167,0.329795243,0.440262909,0.382897854,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"46","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.875,65.375,"SSP5-8.5","SST",0.005141463,0,0.993024443,0.4244769,0.972380939,0.192901048,0.391110344,0.212215435,0.069483451,0.640531066,0.576304329,0.007623814,0.355660702,0.469157571,0.442151942,0.364575022,0.323485665,0.331019081,0.441120601,0.392117776,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"47","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.625,65.375,"SSP5-8.5","SST",0.00553907,0,0.603866459,0.519318425,0.972380939,0.192901048,0.391110344,0.217454253,0.069483451,0.640531066,0.548519717,0.022606199,0.282180988,0.324485525,0.443461646,0.363481422,0.320285108,0.31945929,0.415958509,0.346254957,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","Moderate"
"48","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.375,65.375,"SSP5-8.5","SST",0.005749028,0,0.26832342,0.584447954,0.972380939,0.192901048,0.391110344,0.213878511,0.069483451,0.640531066,0.527221799,0.034861113,0.2146301,0.276493279,0.442567711,0.364226171,0.318024357,0.310766875,0.40150989,0.377121881,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"49","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-66.125,65.375,"SSP5-8.5","SST",0.005551916,0,0.108801918,0.585885004,0.972380939,0.192901048,0.391110344,0.214038711,0.069483451,0.640531066,0.538077303,0.026230027,0.175059709,0.278415943,0.442607761,0.364192649,0.318580462,0.315884553,0.402210907,0.443906258,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"50","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.875,65.375,"SSP5-8.5","SST",0.005099574,0,0.089802882,0.556637584,0.972380939,0.192901048,0.391110344,0.209869084,0.069483451,0.640531066,0.599680763,0.075627979,0.16288501,0.265712788,0.441565354,0.365069853,0.346330815,0.31657778,0.407490591,0.446212002,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"51","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.625,65.375,"SSP5-8.5","SST",0.004566409,0,0.089802882,0.515556992,0.972380939,0.192901048,0.391110344,0.205708778,0.069483451,0.640531066,0.586953067,0.038348841,0.152481571,0.245548301,0.440525277,0.365954837,0.333829106,0.324204177,0.402840413,0.444955231,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"52","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.375,65.375,"SSP5-8.5","SST",0.004085647,0,0.089802882,0.474968547,0.972380939,0.192901048,0.391110344,0.196871145,0.069483451,0.640531066,0.555810888,0.014502952,0.142214269,0.225666995,0.438315869,0.367866756,0.320082089,0.323745734,0.397880171,0.443208467,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"53","Pollock","Pollachius virens","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius",-65.125,65.375,"SSP5-8.5","SST",0.003610585,0,0.089802882,0.464739845,0.972380939,0.192901048,0.391110344,0.179743261,0.069483451,0.640531066,0.546590892,0.008758792,0.139538328,0.220738864,0.434033898,0.371693757,0.31634105,0.323346912,0.39821007,0.441137654,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
